Project Number,Project Name,Full Address,Latitude,Longitude,Legal Description,Project Manager,Project Status
RS19514,"Larnac Manuka NZ Ltd - 183 Kerr Road, Whangarei Heads","183 Kerr Road, Whangarei Heads, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19513,"Goodhew - 69 Main Road, Kauri (mason street)","69 Main Road, Kauri, Kauri, 0185, New Zealand",0.0,0.0,,Sarah Scott,Active
RS18884,Ranwell - 13C Emay Crescent,"13C Emay Crescent, Pahi, Pahi, 0571, New Zealand",-36.156223,174.226135,,David Platt,Active
RS19511,"Te Maire Lands Ltd - 822 Te Maire Rd, Te Kopuru","822 Te Maire Road, Te Kōpuru, Te Kōpuru, 0371, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19510,Proland Matters - 1 Simons St,"1 Simons Street, Kensington, Whangārei, 0112, New Zealand",-35.70686,174.319717,,Matthew Hargood,Defects/PS4
RS19509,Coenra - 9 Punga Grove Ave,"9 Punga Grove Avenue, Riverside, Whangārei, 0112, New Zealand",-35.723754,174.330551,,Matthew Hargood,Not proceeding
RS19508,"Sanders - 22A Princes Road, Ruakaka","22A Princes Road, Ruakākā, Ruakākā, 0116, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19507,Arco - Omanaia School - Omanaia School Rd,"Omanaia School Road, Omanaia, Omanaia, 0473, New Zealand",-35.456835,173.524202,,Harry Lee,Active
RS19506,McLennan - 350 South Rd,"350 South Road, Waipu, Waipu, 0582, New Zealand",-36.0158,174.454544,,Matthew Hargood,Not proceeding
RS19505,"Weigh Northland Ltd - Allis Bloy Place, Ruakaka","Allis Bloy Place, Ruakākā, Ruakākā, 0171, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19504,Fowler Homes - 117 Wairau Drive,"117 Wairau Drive, Tikipunga, Whangārei, 0112, New Zealand",-35.674797,174.322983,,David Platt,Active
RS19503,"Keller - 671 Opanake Road, Dargaville","Opanake Road, Mamaranui, Mamaranui, 0372, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19502,FNDC - Slip Investigations - Mangamuka Road,"Mangamuka Road, Mangamuka, Mangamuka, New Zealand",0.0,0.0,,Matthew Jacobson,Proposal
RS19501,Drinnan - LOT 1 Durham Rd,"Durham Road, Waipu, Waipu, New Zealand",-36.043743,174.380951,,Liam Crawford,Active
RS19500,"Advance Build - 12 Arahanga Road, Paparoa","12 Arahanga Road, Paparoa, Paparoa, 0571, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19499,Oto Group - Estuary Drive Mangawhai,"Estuary Drive, Northland, 0505, New Zealand",0.0,0.0,,Sarah Scott,Proposal
RS19498,"Peter and Robyn Lambourne - 16 Munro Place, Ngunguru","16 Munro Place, Ngunguru, New Zealand",0.0,0.0,,Sarah Scott,Proposal
RS19497,Edwards - 5 Rose Place,"5 Rose Place, Te Kamo, Whangārei, 0112, New Zealand",0.0,0.0,,David Platt,Active
RS19496,MOE - Purua School - Mandeno Design - 20 Irvine Road,"20 Irvine Road, Purua, Purua, 0176, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19495,McAulay - 102 Nova Scotia Drive,"102 Nova Scotia Drive, Waipu, Waipu, New Zealand",0.0,0.0,,David Platt,Proposal
RS19494,EasyBuild - 2A Jessie Street,"2 Jessie Street, Parahaki, Whangārei, 0112, New Zealand",0.0,0.0,,David Platt,Active
RS19493,Kieran Hammond - 219 Portland Rd,"219 Portland Road, Portland, Portland, 0178, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19492,Paterson Balfour - 2116 Cove Road,"2116 Cove Road, Mangawhai, Mangawhai, 0573, New Zealand",0.0,0.0,,David Platt,Active
RS19491,Rathmony - 116 Broadway,"116 Broadway, Kaikohe, 0405, New Zealand",-35.406993,173.80043,,Matthew Hargood,Not proceeding
RS19490,Easy Build - 4 Starlight Pl,"4 Starlight Place, Langs Beach, Waipu, 0582, New Zealand",0.0,0.0,,Matthew Hargood,Active
RS19489,Easy Build - 2A Jessie St,"2 Jessie Street, Parahaki, Whangārei, 0112, New Zealand",0.0,0.0,,Matthew Hargood,Complete
RS19488,"Advance Build - Raika - 25 Jordan Street, Mangawhai","25 Jordan Street, Mangawhai Heads, Mangawhai, 0505, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19487,DHS - 9 Fantail Ln,"9 Fantail Lane, Whangārei, 0175, New Zealand",0.0,0.0,,Matthew Hargood,Defects/PS4
RS19486,Signature Homes - Overwater 2 Pipi Pl,"2 Pipi Place, Baylys Beach, Baylys Beach, 0377, New Zealand",0.0,0.0,,Nathan Walker,Not proceeding
RS19485,Signature Homes - Smeath 441 Rangiputa Rd,"441 Rangiputa Road, Karikari Peninsula, Karikari Peninsula, 0483, New Zealand",0.0,0.0,,Nathan Walker,Not proceeding
RS19484,Signature Homes - Todd 169 Millington Rd,"169 Millington Road, Maunu, Whangārei, 0179, New Zealand",0.0,0.0,,Nathan Walker,Active
RS18316,Matthews - 882 Snooks Road,"882 Snooks Road, Maungakaramea, Maungakaramea, 0178, New Zealand",0.0,0.0,,David Platt,Active
RS19482,Halse - 98 Takahiwai Road,"98 Takahiwai Road, Ruakākā, Ruakākā, 0171, New Zealand",0.0,0.0,,David Platt,Active
RS19481,Signature Homes - 11 Lumbarda Lane,"11 Lumbarda Lane, Maunu, Whangārei, 0110, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19480,Croft - 34 Owai Avenue,"34 Owai Avenue, Helena Bay, Helena Bay, 0184, New Zealand",0.0,0.0,,David Platt,Active
RS19479,Signature Homes - Lot 375 (The Landing),"9 Te Taniwha Road, Whangārei, Whangārei, 0118, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19478,Signature Homes - Lot 370 (The Landing),"21 Te Taniwha Road, Whangārei, Whangārei, 0118, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19477,Signature Homes - Lot 236 (The Landing),"Kitemaunga Avenue, Marsden Bay, Marsden Bay, 0118, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19476,Signature Homes - Ward 47 Kitemaunga Ave OTP,"Kitemaunga Avenue, Marsden Bay, Marsden Bay, 0118, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19475,Zieleman - 19A South Rd,"19A South Road, Waipu, Waipu, 0510, New Zealand",0.0,0.0,,Liam Crawford,Active
RS19474,Lansdown - 29A Marsden Point Road,"29A Marsden Point Road, Ruakākā, Ruakākā, 0116, New Zealand",0.0,0.0,,David Platt,Active
RS19473,"Advance Build - Smart - 173 Matapouri Road, Tutukaka","173 Matapouri Road, Tutukaka, Tutukaka, 0173, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19472,Vickers - 31 Golf Harbour Drive,"31 Golf Harbour Drive, Maunu, Whangārei, 0179, New Zealand",0.0,0.0,,David Platt,Active
RS19471,"Ministry of Architecture - 1-9 Derrick Road, Kawakawa Bay of Islands College -","Derrick Road, Kawakawa, Kawakawa, 0210, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19470,"Graham Taylor - 1638 State Highway 12, Paparoa","1638 State Highway 12, Paparoa, Paparoa, 0583, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19469,"Advance Build - 113 Cable Bay Block Rd, Cable Bay","113 Cable Bay Block Road, Cable Bay, Cable Bay, 0420, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19468,"Angela Atkins & Bill Sweeney - 769 Otaika Valley Road, Whangarei","769 Otaika Valley Road, Maungatapere, Maungatapere, 0170, New Zealand",0.0,0.0,,Liam Crawford,Active
RS19467,"Roxy & Glen McGaveston - 10 Northcroft Drive, Whangarei","10 Northcroft Drive, Te Kamo, Whangarei, 0176, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19466,GJ Gardner - 76 Maturiki Drive- Joblin,"76 Maturiki Drive, Ruakākā, 0118, New Zealand",0.0,0.0,,Codie Hay,Active
RS19465,Stewart - Lot 4 Jessie Street,"6 Jessie Street, Parahaki, Whangārei, 0112, New Zealand",0.0,0.0,,David Platt,Proposal
RS19464,Kahn - 129 Raumanga Heights Drive,"129 Raumanga Heights Drive, Raumanga, Whangārei, 0110, New Zealand",0.0,0.0,,David Platt,Not proceeding
RS19463,Greenstar Properties - Kensington Ave Development,"Kensington Avenue, Kensington, Whangārei, 0112, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19462,DNX Architects - 58b Raumange Valley Rd,"58 Raumanga Valley Road, Raumanga, Whangārei, 0110, New Zealand",0.0,0.0,,Liam Crawford,Bid unsuccessful
RS19461,GJ Gardner - 13 Leeward Terrace,"13 Leeward Terrace, Port Whangārei, Whangārei, 0110, New Zealand",0.0,0.0,,Liam Crawford,Active
RS19460,"Classic Builders - 4 Jean Edwards Place, Kotata Heights","4 Jean Edwards Place, Raumanga, Whangārei, 0110, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19459,"Signature Homes - 67 Church Street, Onerahi","67 Church Street, Onerahi, Whangārei, 0110, New Zealand",0.0,0.0,,Nathan Walker,Not proceeding
RS19458,"Ketenikau Developments - (Stage 2) 41 Ketenikau Road, Whangarei (RS19110)","41 Ketenikau Road, Te Kamo, Whangārei, 0112, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19457,Bloore - 4 Berghan Rd,"4 Berghan Road, Coopers Beach, Coopers Beach, 0420, New Zealand",0.0,0.0,,Matthew Hargood,Active
RS19456,RWTS - Precast Tank Mould,"948 State Highway 16, Waimauku, Waimauku, 0812, New Zealand",0.0,0.0,,Daniel Squires,Not proceeding
RS19455,DHS - 2B Jessie St,"2 Jessie Street, Parahaki, Whangārei, 0112, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19454,Kirkman - 43 Percy Street,"43 Percy Street, Whau Valley, Whangārei, 0112, New Zealand",0.0,0.0,,David Platt,Active
RS19453,"WDC - Albany Road, Marsden Point - Seawall","Albany Road, One Tree Point, One Tree Point, 0118, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19452,DHS Seismic - 3 Morningside Rd,"3 Morningside Road, Morningside, Whangārei, 0110, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19451,Leisa Henwood - 116 & 118 Marsden Road Paihia,"118 Marsden Road, Paihia, 0200, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19450,Signature Homes - Judd Road,"1 Judd Road, Maungaturoto, Maungaturoto, 0520, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19449,"Signature Homes -2 Pipi Place, Baylys Beach","2 Pipi Place, Baylys Beach, Baylys Beach, 0377, New Zealand",0.0,0.0,,Nathan Walker,Job cancelled
RS19448,Cellini's - 1 Williams Rd Paihia,"1 Williams Road, Paihia, Paihia, 0200, New Zealand",0.0,0.0,,Logan Holt,Proposal
RS19447,Lyndon and Jane Boakes - 34A Whaka Street,"34A Whaka Street, Maungaturoto, Maungaturoto, 0520, New Zealand",0.0,0.0,,Codie Hay,Active
RS19446,Stuart - 191 Hupara Rd,"191 Hupara Road, Pakaraka, Pakaraka, 0472, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19445,Prinsep - 17 Bank St,"17 Bank Street, Whangārei, 0110, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19444,Howard and Jill Smith - 101b Hone Heke Road,"101B Hone Heke Road, Kerikeri, 0230, New Zealand",0.0,0.0,,Codie Hay,Active
RS19443,Classic Builders - Stage 6 Glenbervie Park,"Glenbervie Park Stage 6, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19442,Ridling & Mulloy - 34 Breton Drive,"34 Breton Drive, Waipu, Waipu, 0510, New Zealand",0.0,0.0,,David Platt,Waiting on client/architect
RS19441,"Grant Croft - 39 Kamo Road, Whangarei","39 Kamo Road, Regent, Whangārei, 0112, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19440,Versatile - 6 Onemama Street,"6 Onemama Street, Portland, Portland, 0178, New Zealand",0.0,0.0,,David Platt,Active
RS19439,"Andrew Gordon - 30 Bigelow Road, Tangiteroria","30 Bigelow Road, Tangiteroria, Tangiteroria, 0381, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19438,Signature Homes - West 12 Christine Dr,"12 Christine Drive, Coopers Beach, Coopers Beach, 0420, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19437,Classic Builders - 139 Whaka Street Maungaturoto,"139 Whaka Street, Maungaturoto, 0520, New Zealand",0.0,0.0,,Sarah Scott,Not proceeding
RS19436,"Coutts - 9B Tawhai Pl, Parahaki","9B Tawhai Place, Parahaki, Whangārei, 0112, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19435,"Kaiwaka Can Inc - McClean Park, Kaiwaka","7 Gibbons Road, Kaiwaka, Kaiwaka, 0573, New Zealand",-36.160246,174.443303,,Matthew Jacobson,Active
RS19434,Tony McElwee - Mangakaretu Lot 6 (RS18085),"Mangakaretu Road, Ōkaihau, 0295, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19433,Gardiner - 155 Cemetery Rd,"155 Cemetery Road, Maunu, Whangārei, 0179, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19432,Hashimoto - 127 Hurndall St East,"127 Hurndall Street East, Maungaturoto, Maungaturoto, 0520, New Zealand",0.0,0.0,,Matthew Hargood,Active
RS19431,Steve Aschebrock - 56 Tapeka Road,"56 Tapeka Road, Russell, 0202, New Zealand",0.0,0.0,,Codie Hay,Active
RS19430,"David Beecroft - 60 Bream Bay Drive, Ruakaka","60 Bream Bay Drive, Ruakākā, Ruakākā, 0116, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19429,WDC - Waiarohia Erosion - 27 Rust Ave - Kowhai Court,"27 Rust Avenue, Whangārei, Whangārei, 0110, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19428,"Ellie Gwilliam - 11 Beach Road, Reotahi","11 Beach Road, Whangārei Heads, Whangārei Heads, 0174, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19427,Graham - 24 Morrison Rd,"24 Morrison Road, Matapouri, 0173, New Zealand",0.0,0.0,,Matthew Hargood,Active
RS19426,Reiher - 10 Waiwarawara Drive,"10 Waiwarawara Drive, Ruakākā, Ruakākā, 0171, New Zealand",0.0,0.0,,Liam Crawford,Not proceeding
RS19425,CBM Northland - 25 Gillies St,"25 Gillies Street, Kawakawa, 0210, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19424,"Arco Group - MoE Classrooms (River View, Bay of Islands, Dargaville, Taipa, Omania)","6 Springs Flat Road, Whangārei, 112",0.0,0.0,,Matthew Jacobson,Active
RS19423,"Simpson & Capon - 7 Taurangawaka Road, One Tree Point","7 Taurangawaka Road, Whangarei, Whangarei, 0118, New Zealand",0.0,0.0,,Rachel Wright,Not proceeding
RS19422,"Classic Builders - Ly & Ang - 1 Mystic Close, Kotata Heights","1 Mystic Close, Port Whangārei, Whangārei, 0110, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19421,Matariki Traders - 105A Onerahi Rd,"105 Onerahi Road, Onerahi, Whangārei, 0110, New Zealand",0.0,0.0,,Matthew Hargood,Proposal
RS19420,DHS - 5 Dent St,"5 Dent Street, Whangārei, 0110, New Zealand",0.0,0.0,,Matthew Hargood,Bid unsuccessful
RS19419,Signature Homes - Owbridge 23 Manaia View Rd,"23 Manaia View Road, One Tree Point, 0118",0.0,0.0,,Nathan Walker,Not proceeding
RS19418,Stronge - 143 Edge Rd Grahams Bay,"143 Edge Road, Grahams Bay, Whananaki, 0181",0.0,0.0,,Logan Holt,Bid unsuccessful
RS19417,Kauri  - 28 Ascot Ave,"28 Ascot Avenue, Te Kamo, Whangārei, 0112",-35.67556,174.31102,,Matthew Hargood,Not proceeding
RS19416,Renouf - 588 Pahi Road,"588 Pahi Road, Pahi, 0571",0.0,0.0,,Ryan Jenner,Active
RS19415,Davey - 1327 Ngunguru Road,"1327 Ngunguru Road, Kiripaka, 0173",0.0,0.0,,Sarah Scott,Active
RS19414,MOE - Whau Valley School - 17 Moody Ave,"17 Moody Avenue, Whau Valley, Whangārei, 0112",-35.701145,174.316681,,Harry Lee,Active
RS19413,Robertson - 482 Kara Rd,"482 Kara Road, Maungatapere, Whangārei, 0179",-35.7077,174.202881,,Matthew Hargood,Complete
RS19412,Mannion - 34 Morningside Rd,"34 Morningside Road, Morningside, Whangārei, 0110",-35.734085,174.3194,,Matthew Hargood,Unsuccessful
RS18264,Gordon - 14 Arahanga Road,"14 Arahanga Road, Paparoa, 0571",-36.098556,174.229675,,David Platt,Proposal
RS17977,Martin - 96 Owhiwa Road,"96 Owhiwa Road, Parua Bay, Parua Bay, 0192, New Zealand",-35.758785,174.455383,,David Platt,Active
RS19409,Heumann - 47 Stuart Rd,"47 Stuart Road, Whangārei Heads, 0174",-35.817398,174.499466,,Matthew Hargood,Complete
RS19408,"Classic Builders - Witcombe - 14 Riversong Road, Kauri","14 Riversong Road, Kauri, 0185",0.0,0.0,,Sarah Scott,Active
RS19407,"Fire Report - 3 North Road, Kawakawa","3 North Road, Kawakawa, Kawakawa, 0210, New Zealand",-35.376506,174.0726,,Rachel Wright,Complete
RS19406,"Classic Builders - Taylor 605 Ngunguru Road, Glenbervie","605 Ngunguru Road, Glenbervie, 0173",0.0,0.0,,Sarah Scott,Active
RS19405,"Dean Robinson - Sills Road, Arapohue","Sills Road, Arapohue, Northland, 0370",-36.01505,173.962021,,Codie Hay,Not proceeding
RS19404,Advance Build - Otamatea Marae,"97 Tanoa Road, Maungaturoto, 0583",-36.207653,174.342422,,Matthew Jacobson,Job cancelled
RS19403,Whangarei District Council - Ruakaka Cemetery,"Thomas Henry Rise, Ruakākā, 0171",-35.865783,174.436188,,Matthew Jacobson,Active
RS19402,Steve Erai - 24 De L’isle Lane,"24 De Lisle Lane, Maungatapere, 0179",0.0,0.0,,Codie Hay,Not proceeding
RS19401,"Shane and Georgina Bruhns - 28 Whangaumu Street, Tutukaka","28 Whangaumu Street, Tutukaka, Tutukaka, 0173, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS19400,Allan Nutt - 51B Mains Ave,"51B Mains Avenue, Kensington, Whangārei, 0112",-35.70171,174.322083,,Harry Lee,Complete
RS19399,Tristan & Michelle Saunders - 22A Princes Rd,"22A Princes Road, Ruakākā, 0116",0.0,0.0,,Matthew Jacobson,Active
RS19398,Meredith (18364) - 1065 Whangarei Heads Rd,"1065 Whangarei Heads Road, Parua Bay, Parua Bay, 0174, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19397,Versatile - 29B Marsden Point Road,"29B Marsden Point Road, Ruakākā, Ruakākā, 0116, New Zealand",-35.9024,174.449112,,David Platt,Active
RS19396,S Ajani - 1630 Matapouri Road,"1630 Matapouri Road, Matapouri, Matapouri, 0173, New Zealand",-35.570407,174.4531,,Ryan Jenner,Active
RS19395,"Martin (Sunshine Homes) - 12 Lincoln Place, Kamo","12 Lincoln Place, Te Kamo, Whangārei, 0112, New Zealand",0.0,0.0,,Ariel Tudor,Complete
RS19394,Signature Homes - Bloxwich,"810 Whangaruru North Road, Whangaruru, Whangaruru, 0184, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19393,"Solid Holdings - Industrial Way, Waipapa","Industrial Way, Waipapa, Waipapa, New Zealand",0.0,0.0,,Sarah Scott,Active
RS19392,Archibald - 550 Quarry Road,"550 Quarry Road, Kaitaia, Kaitaia, 0482, New Zealand",0.0,0.0,,Matthew Jacobson,Active
RS18750,Gribble - 15 Cliff Street,"15 Cliff Street, Onerahi, Whangārei, 0110",0.0,0.0,,David Platt,Active
RS19390,Archibald - Salvation Road,"Salvation Road, Whangaroa",0.0,0.0,,Matthew Jacobson,Active
RS19389,FNH Warehouse - PIPIWAI ROAD TE KAMO WHANGAREI,"Pipiwai Road, Te Kamo, Whangārei",-35.669414,174.242813,,Rachel Wright,Bid unsuccessful
RS19388,WDC - BC Regulatory Reviews,"Various, Whangarei District",0.0,0.0,,Rachel Wright,Active
RS19387,GJ Gardner - 10 Hauhou Lane - Browning,"10 Hauhou Lane, Marsden Cove, 0118, New Zealand",-35.837772,174.460526,,Liam Crawford,Active
RS19386,"Diamond Laundry Group - 118, 120 Onerahi Rd","120 Onerahi Road, Onerahi, Whangārei, 0110",-35.755294,174.368118,,Rachel Wright,Complete
RS19385,Carswell - 13 Lang Road,"13 Lang Road, Langs Beach, 0582",0.0,0.0,,Sarah Scott,Proposal
RS19384,Versatile - 323 Owhiwa Road,"323 Owhiwa Road, Parua Bay, 0192",-35.752075,174.4365,,David Platt,Active
RS19383,Versatile - 208 Molesworth Drive,"208 Molesworth Drive, Mangawhai Heads, 0505",-36.09933,174.588257,,David Platt,Active
RS19382,"Dawson - 9 Te Uru Lane, Kerikeri","9 Te Uru Lane, Kerikeri, 0230",0.0,0.0,,Ariel Tudor,Not proceeding
RS19381,"Far North Holding Marina Retail - 7 Baffin St, Opua (ref 14147)","7 Baffin Street, Opua, 0200",-35.31529,174.1193,,Rachel Wright,Complete
RS19380,GJ Gardner - D'Ath - 109a King Street,"109A King Street, Hikurangi, 0114",-35.59132,174.282883,,Codie Hay,Active
RS19379,Classic Builders - 33 Lumbarda Lane,"33 Lumbarda Lane, Maunu, Whangarei",0.0,0.0,,Sarah Scott,Active
RS19378,Montre Vue Family Trust (RS18433),"1160 State Highway 12, Maungaturoto, 0583",0.0,0.0,,Sarah Scott,Not proceeding
RS19377,"Classic Builders - 7 Marjorie Lane, Lot 3","7 Marjorie Lane, Kensington, Whangarei",0.0,0.0,,Sarah Scott,Active
RS19376,Advance Build - 1228a Bull Road - Birt,"1228A Bull Road, Paparoa, 0193",-36.036903,174.230743,,Codie Hay,Active
RS19375,"GJ Gardner - 5 Grand Hills Lane, Maunu - Zhang","5 Grand Hills Lane, Maunu, Whangārei, 0179, New Zealand",-35.738304,174.243942,,Codie Hay,Active
RS19374,GJ Gardner - 1200 Cove Road - McCullough,"1200 Cove Road, Langs Beach, 0582, New Zealand",-36.043796,174.531616,,Liam Crawford,Active
RS19373,Clements - Kintrae Close,"Kintrae Close, Maunu, Whangārei",-35.749472,174.269611,,Matthew Hargood,Active
RS19372,D and B Molan - 928 Whangarei Heads Rd,"928 Whangarei Heads Road, Parua Bay, 0174",0.0,0.0,,Nathan Walker,Active
RS19371,Harris - 192 Awakino Point East Road,"192 Awakino Point East Road, Awakino Point, 0372",0.0,0.0,,Rachel Wright,Complete
RS19370,Fortune - 439 Franklin Road,"439 Franklin Road, Paparoa, 0571",-36.084266,174.23613,,David Platt,Construction
RS19369,GJ Gardner - 11 Mackie Place - McMath,"11 Mackie Place, Matapouri, New Zealand, Matapouri, Whangarei, 0173",-35.567195,174.504913,,Liam Crawford,Active
RS19368,Te Kura O Waikare Library - Waikare (18624),"Waikare Valley Road, Waikare",0.0,0.0,,Logan Holt,Construction
RS19367,Classic Builders - Hill - 8 Stonedale Way,"8 Stonedale Way, Te Kamo, Whangārei, 0185",-35.69493,174.2655,,Sarah Scott,Active
RS19366,Penny King - 46 Station Rd,"46 Station Road, Te Kamo, Whangārei, 0112",0.0,0.0,,Codie Hay,Active
RS19365,Northern Projects - 9 Otuhiwai Crescent,"9 Otuhiwai Crescent, Tikipunga, Whangārei, 0112",-35.688163,174.3279,,Codie Hay,Active
RS19364,Pepper - 81A Mackesy Road,"81A Mackesy Road, Parahaki, Whangārei, 0112",-35.73199,174.354,,David Platt,Active
RS19363,GJ Gardner - Conner 13 Aarts Place,"13 Aarts Place, One Tree Point, 0118",-35.831203,174.467026,,Liam Crawford,Proposal
RS19362,Piper - 47 Orangewood Rd,"47 Orangewood Road, Kerikeri, 0294",-35.189415,173.945892,,Matthew Hargood,Active
RS19361,Buildengdesign - 52b Tauranga Bay Beach Road,"52B Tauranga Bay Beach Road, Kaeo, 0478",0.0,0.0,,Sarah Scott,Active
RS19360,"CPSC Ltd - The Landing (Lots 218, 219, 220)","Korimako Lane, One Tree Point, Whangarei, 0118",0.0,0.0,,Codie Hay,Complete
RS19359,MacLean - 37 Taumata Rd,"37 Taumata Road, Taipa, 0483",-35.018997,173.416565,,Matthew Hargood,Bid unsuccessful
RS19358,LM Farms Ltd - 455 West Coast Road,"455 West Coast Road, Te Kōpuru, 0371",-36.04176,173.880219,,David Platt,Active
RS19357,Signature Homes - Searle Trust,"1243 State Highway 12, Northland, 0373",0.0,0.0,,Nathan Walker,Active
RS19356,Dean - 80 James Road,"80 James Road, Te Kamo, Whangārei, 0185",-35.694736,174.228683,,David Platt,Active
RS19355,Mitchell - 16 Graham St,"16 Graham Street, One Tree Point, 0118",-35.82636,174.459763,,Matthew Hargood,Active
RS19354,"Batten - 118 Broadway, Kaikohe","118 Broadway, Kaikohe, 0405",-35.407321,173.800278,,Rachel Wright,Complete
RS19353,Classic Builders - 6 Rock Ridge Dr,"6 Rock Ridge Drive, Te Kamo, Whangārei, 0112",0.0,0.0,,Sarah Scott,Active
RS19352,Lobo - 4 Dakota Place,"4 Dakota Place, Raumanga, Whangārei, 0110",-35.745655,174.310043,,Sarah Scott,Complete
RS19351,Barclay - Lot 5 Cranston Lane,"Lot 5 Cranston Lane, Whareora, New Zealand, Whareora, 0175",-35.689762,174.400864,,Sarah Scott,Active
RS19350,Mohammed Foudah - 600C Bickerstaffe Road,"600 Bickerstaffe Road, Maungaturoto, 0587",-36.14795,174.355347,,Codie Hay,Active
RS19349,Frost - 222A Morningside Rd,"222A Morningside Road, Morningside, Whangārei, 0110",-35.73885,174.3183,,Matthew Hargood,Bid unsuccessful
RS19348,Brown - 10 Umurangi Way,"10 Umurangi Way, Tutukaka, 0173",0.0,0.0,,Sarah Scott,Active
RS19347,Newport - Russell Whakapara Rd,"5866 Russell Whakapara Road, Russell, 0272",-35.287186,174.152533,,Matthew Hargood,Not proceeding
RS19346,"Philip and Julia Leaf - Gillon Road, Matakohe","Gillon Road, Matakohe, 0594",-36.097607,174.16307,,Codie Hay,Active
RS19345,Heatherlea Farms Limited - 39 Heatherlea Drive,"39 Heatherlea Drive, Ruakākā, 0171",-35.89237,174.4309,,Codie Hay,Active
RS19344,Advance Build - 523 Maunu Road,"523 Maunu Road, Maunu, Whangārei, 0179",-35.744407,174.273651,,Codie Hay,Active
RS19343,Brunker - 6 Te Kokoru Pl,"6 Te Kokoru Place, Ngunguru, Whangārei, 0173",-35.625957,174.5171,,Harry Lee,Active
RS19342,McNabb - Hihi Rise,"Hihi Rise, Horahora, Whangārei, 0110",0.0,0.0,,Sarah Scott,Active
RS19341,Leslie Birch - 5C Whangarei Heads Rd,"5C Whangarei Heads Road, Onerahi, Whangārei, 0110",-35.75823,174.370483,,Matthew Hargood,Active
RS19340,Waimamaku Aged Care & Retirement Homes - 52 Hooks & Halls Road,"52 Hooks & Halls Road, Waimamaku, 0473",0.0,0.0,,Codie Hay,Active
RS19339,Whangarei District Council - Pataua North Estuary Erosion,"Estuary Erosion, Pataua North",0.0,0.0,,Matthew Jacobson,Active
RS19338,Whangarei District Council - Taiwa & Ohawini Rd Ramp,"Road Ramp, Ohawini, Whangaruru",0.0,0.0,,Matthew Jacobson,Active
RS19337,Duncan Anderson - 56 Te Rongo Road #18127,"56 Te Rongo Road, Parua Bay, 0174",-35.765926,174.452179,,Codie Hay,Active
RS19336,North Drill - 39 Church Road,"39 Church Road, Ngararatunua, 0176",-35.675617,174.258163,,David Platt,Active
RS19335,Greg Bill - 292 Vinegar Hill Road,"292 Vinegar Hill Road, Kauri, 0185",0.0,0.0,,Nathan Walker,Active
RS19334,Pumpkin - 18 Coronet Pl,"18 Coronet Place, Avondale, Auckland, 1026",-36.8938,174.676636,,Matthew Hargood,Unsuccessful
RS19333,Advance Build - 90 Seacliffe Rd - Appleton,"90 Seacliffe Avenue, Narrow Neck, Auckland, 0622",-36.80935,174.798141,,Harry Lee,Active
